parcel,address,current_property_class,current_property_use,current_year_built,current_total_living_area,current_stories,current_assessed_value,lot_depth,lot_width,lot_size,max_n_units,lot_size_max_n_units,zoning_max_n_units,zoning,use,lot_minimum_per_du_sq_ft,lot_width_ft,front_yard_setback_ft,side_yard_setback_ft,rear_yard_setback_ft,reversed_corner_setback_ft,height_ft,lot_cvg_pct,usable_open_space_per_du_ft,distance_to_capitol_miles,latitude,longitude
70922111144,1315 Randall Ct,Residential,2 Unit,1915,1712,2,382700,0.0,0.0,2274.0,6.497142857142857,6.497142857142857,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2413356142153162,43.07022112304525,-89.40811312139492
70922111079,1326 Randall Ct,Residential,Single family,1916,1433,2,455400,0.0,0.0,2365.0,6.757142857142857,6.757142857142857,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2713359312326813,43.070490228508866,-89.40881577088642
70922111152,1317 Randall Ct,Residential,2 Unit,1923,2146,3,453400,0.0,0.0,2508.0,7.1657142857142855,7.1657142857142855,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2479674294793242,43.070231084021664,-89.40825208054537
70922111128,1314 Randall Ct,Residential,Single family,1927,1629,2,399400,0.0,0.0,2528.0,7.222857142857142,7.222857142857142,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.229129665890482,43.07037321734086,-89.40791737310569
70922113215,35 N Randall Ave,Commercial,Commercial exempt,0,0,0,0,0.0,0.0,2565.0,7.328571428571428,7.328571428571428,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2972892172865182,43.068922405750634,-89.40874563545576
70922111293,120 N Orchard St,Residential,3 unit Apartment,1917,4080,3,1079300,0.0,0.0,2625.0,7.5,7.5,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2154430177532798,43.07037014262125,-89.40763706644341
70922111136,1313 Randall Ct,Residential,2 Unit,1927,1474,2,375900,0.0,0.0,2682.0,7.662857142857143,7.662857142857143,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2341481503506686,43.07023219128784,-89.40797022947336
70923216159,1014 W Dayton St,Residential,Single family,1884,1266,2,375000,0.0,0.0,2995.0,8.557142857142857,8.557142857142857,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,0.977988831542313,43.0711930877687,-89.40307927022641
70923222031,25 N Mills St,Residential,3 unit Apartment,1921,4209,3,875700,0.0,0.0,3200.0,9.142857142857142,9.142857142857142,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.0709513815716933,43.06858229897561,-89.40379041361632
70923215177,934 W Dayton St,Residential,3 unit Apartment,1896,2272,2,531900,0.0,0.0,3217.5,9.192857142857145,9.192857142857145,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,0.9398105426270421,43.07117914035333,-89.40229331261965
70922202068,1906 Birge Ter,Residential,5 unit Apartment,1938,2400,2,675000,0.0,0.0,3233.0,4.310666666666667,4.310666666666667,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.7139080906873292,43.07382203431478,-89.41822393500571
70923215101,213 N Brooks St,Residential,4 unit Apartment,1925,3820,2,995000,0.0,0.0,3266.5,9.332857142857144,9.332857142857144,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,0.927416761459763,43.071622304747734,-89.40219519657423
70922202050,1910 Birge Ter,Residential,5 unit Apartment,1938,2400,2,665000,0.0,0.0,3359.0,4.478666666666666,4.478666666666666,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.7208788030625795,43.073802799105856,-89.41836082959111
70922204030,415 Paunack Pl,Residential,2 Unit,1929,2308,2,593000,0.0,0.0,3360.0,4.48,4.48,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.8190349970348023,43.07339785832328,-89.42027815697378
70923215185,926 W Dayton St,Residential,Single family,1906,1210,2,473500,0.0,0.0,3383.0,9.665714285714284,9.665714285714284,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,0.933003444877165,43.07117674342627,-89.4021529252549
70922202026,1920 Birge Ter,Residential,4 unit Apartment,1954,2700,2,545000,0.0,0.0,3393.8,4.525066666666667,4.525066666666667,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.7415477045270857,43.07375710321332,-89.4187672797041
70923220077,37 N Brooks St,Residential,Single family,1931,1632,2,364700,0.0,0.0,3448.0,9.851428571428572,9.851428571428572,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,0.985812441221899,43.0689705445962,-89.40218511936757
70922202042,1912 Birge Ter,Residential,4 unit Apartment,1969,2112,2,525000,0.0,0.0,3513.6,4.6848,4.6848,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.727744921214285,43.0737867308249,-89.41849581044056
70922205210,420 Paunack Pl,Residential,4 unit Apartment,1955,2646,2,495000,0.0,0.0,3600.0,4.8,4.8,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.8461137094353686,43.07365929919805,-89.42083059330258
70922202018,1922 Birge Ter,Residential,Single family,1941,1468,2,548600,0.0,0.0,3613.0,4.817333333333333,4.817333333333333,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.7484606897043264,43.073742839084616,-89.4189032641866
70922202034,1916 Birge Ter,Residential,Single family,1938,1314,2,509000,0.0,0.0,3623.0,4.830666666666667,4.830666666666667,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.734646204865654,43.07377191612033,-89.41863154613421
70922111285,116 N Orchard St,Commercial,Rooming house,0,0,0,621000,0.0,0.0,3747.6,10.70742857142857,10.70742857142857,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.219712065973586,43.0702765331752,-89.40769109547864
70922202117,1906 University Ave,Residential,5 unit Apartment,1953,3080,2,930000,0.0,0.0,3816.0,5.088,5.088,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.710530068788467,43.07344524547254,-89.41813372270448
70921107037,413 Chestnut St,Residential,3 unit Apartment,1929,2748,3,656800,0.0,0.0,3826.74,5.10232,5.10232,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.158344184973189,43.07186287218443,-89.42684988683308
70922110021,111 N Orchard St,Commercial,Rooming house,0,0,0,488000,0.0,0.0,3914.6,11.184571428571427,11.184571428571427,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.1968437239274525,43.07002271777919,-89.40712808032985
70922111334,134 N Orchard St,Commercial,8 unit Apartment,0,0,0,1116000,0.0,0.0,3941.05,11.260142857142858,11.260142857142858,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2104117733850184,43.070827438086255,-89.40768661600659
70922110039,1228 Spring St,Residential,Single family,2002,1804,2,549900,0.0,0.0,3967.5,11.335714285714284,11.335714285714284,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2006240517263385,43.069819457662355,-89.40712551129153
70922202109,1910 University Ave,Residential,3 unit Apartment,1953,2900,2,629100,0.0,0.0,3980.0,5.306666666666667,5.306666666666667,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.718195759539254,43.07343130014632,-89.41828445588271
70922111201,111 N Randall Ave,Residential,2 Unit,1901,2573,3,423400,0.0,0.0,4097.5,11.707142857142856,11.707142857142856,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.271723033015524,43.07009425245196,-89.40868872693713
70922117192,1101 Spring St,Commercial,"Bank, s & l",0,0,0,389300,0.0,0.0,4232.0,12.09142857142857,12.09142857142857,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.077836993391661,43.06944102178133,-89.40440223001916
81031302087,1802 Roth St,Residential,2 Unit,1932,1790,2,288900,0.0,0.0,4310.0,5.746666666666667,5.746666666666667,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.798057133250478,43.11159975138387,-89.36126500390361
70922202076,1904 Birge Ter,Residential,5 unit Apartment,1938,3100,3,750000,0.0,0.0,4478.0,5.970666666666666,5.970666666666666,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.7064071611451554,43.07380348154621,-89.41807458205959
81031302219,1804 Roth St,Residential,Vacant,0,0,0,44600,0.0,0.0,4548.18,6.064240000000001,6.064240000000001,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.80062574450037,43.111590601531915,-89.36111662273268
70921207142,2722 Lynn Ter,Residential,3 unit Apartment,1952,2746,2,612900,0.0,0.0,4617.0,6.156,6.156,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.5544331284299715,43.07313372948249,-89.43481447189006
70923222023,31 N Mills St,Residential,3 unit Apartment,1941,2404,2,659200,0.0,0.0,4800.0,13.714285714285714,13.714285714285714,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.0646440898534397,43.06868837066185,-89.40371698957101
70922205179,402 Paunack Pl,Residential,6 unit Apartment,1942,3036,2,810000,0.0,0.0,4912.6,6.550133333333334,6.550133333333334,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.8398233796731993,43.073046159805344,-89.42066189381889
70922205187,406 Paunack Pl,Residential,6 unit Apartment,1942,3036,2,695000,0.0,0.0,4947.4,6.5965333333333325,6.5965333333333325,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.8413269028477257,43.073202016277975,-89.42070474466273
70922110097,1202 Spring St,Residential,2 Unit,1979,2304,2,650600,0.0,0.0,4993.0,14.265714285714283,14.265714285714283,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.145291517777721,43.069797979097594,-89.40597330684369
70922203074,1930 Birge Ter,Residential,Single family,1941,976,1,528700,0.0,0.0,5040.0,6.72,6.72,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.7592168733428661,43.07369176650681,-89.4191132055589
70922203040,401 Chamberlain Ave,Commercial,10 unit Apartment,0,0,0,1397000,0.0,0.0,5160.0,6.88,6.88,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.7803642916548086,43.073292939566066,-89.41950482216994
70922205195,414 Paunack Pl,Residential,2 Unit,1938,2620,2,600200,0.0,0.0,5235.0,6.98,6.98,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.8429228826212365,43.07336073373692,-89.42074836241605
70922203024,419 Chamberlain Ave,Residential,2 Unit,1928,2262,2,542300,0.0,0.0,5260.0,7.013333333333334,7.013333333333334,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.7754619765160717,43.07366592538816,-89.41943312928012
70913204297,312 Norris Ct,Commercial,8 unit Apartment,0,0,0,752000,0.0,0.0,5285.25,7.047,7.047,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,0.837331227750508,43.08522510913179,-89.37599936734898
70922204098,416 Chamberlain Ave,Residential,4 unit Apartment,1929,3312,2,575000,0.0,0.0,5285.7,7.0476,7.0476,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.8054552307657838,43.07371874069036,-89.4200294987275
70922205202,416 Paunack Pl,Residential,2 Unit,1940,1828,2,429400,0.0,0.0,5325.0,7.1,7.1,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.8446141743829294,43.07352211556682,-89.42079272355627
70922203058,1936 University Ave,Commercial,Commercial exempt,0,0,0,0,0.0,0.0,5388.0,7.184,7.184,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.772113709010664,43.07331536570148,-89.41934320084252
70921108051,2223 University Ave,Residential,5 unit Apartment,1939,2992,2,770000,0.0,0.0,5580.0,7.44,7.44,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.0741569329843537,43.072073922543765,-89.42520513745244
70921207134,2726 Lynn Ter,Residential,4 unit Apartment,1955,3626,2,735000,0.0,0.0,5610.0,7.48,7.48,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.565083729560434,43.073163473118434,-89.43502697953478
70922203016,423 Chamberlain Ave,Residential,2 Unit,1905,2512,2,477200,0.0,0.0,5707.1,7.609466666666667,7.609466666666667,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.7770842249913554,43.07377741943645,-89.41947136845425
70922107169,222 N Charter St,Residential,Single family,1901,1536,2,495500,0.0,0.0,5784.0,16.525714285714287,16.525714285714287,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.1123148776218843,43.07181057444564,-89.4059852668234
70913204304,318 Norris Ct,Commercial,8 unit Apartment,0,0,0,771000,0.0,0.0,5877.93,7.83724,7.83724,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,0.841844655817618,43.085393208471345,-89.37621981792036
70922111235,1314 Spring St,Residential,6 unit Apartment,1966,6468,3,1340000,0.0,0.0,5911.57,16.8902,16.8902,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.250805090422437,43.06988330916446,-89.40818262795386
81031302011,1135 Ruskin St,Residential,Single family,1955,960,1,237200,0.0,0.0,5950.0,7.933333333333334,7.933333333333334,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.8665646882446394,43.112635240251265,-89.36109934842099
70922111300,122 N Orchard St,Residential,3 unit Apartment,1912,3954,3,902900,0.0,0.0,5983.0,17.094285714285714,17.094285714285714,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2171986672893518,43.070490045140815,-89.40771428884133
70932414017,1710 Niemann Pl,Residential,4 unit Apartment,1956,2838,2,0,0.0,0.0,6000.0,4.0,4.0,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.346831974871945,43.03527876196,-89.45130779484016
71005108082,121 Powers Ave,Residential,Single family,1948,803,1,214000,0.0,0.0,6000.0,4.0,4.0,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.188036296700638,43.101458272961246,-89.33292872633685
71006431060,515 Dunning St,Residential,2 Unit,1920,1594,2,507400,0.0,0.0,6003.0,4.002,4.002,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.144552821929669,43.091284524754926,-89.34846278132544
70923304144,103 S Mills St,Residential,4 unit Apartment,2016,5851,3,1200000,0.0,0.0,6009.0,8.012,8.012,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,1.1421539971004442,43.06622589152004,-89.40371552585565
71006127205,414 Pawling St,Residential,4 unit Apartment,1959,2856,2,450000,0.0,0.0,6018.0,4.012,4.012,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.814891851065883,43.10486355435192,-89.34681462397216
81032307036,2838 Coolidge St,Residential,3 unit Apartment,1966,2300,2,500000,0.0,0.0,6030.08,4.020053333333333,4.020053333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.158933863081164,43.109422021814865,-89.3435733852094
81033302077,3601 Larson Ct,Residential,Single family,1940,1488,2,334000,0.0,0.0,6034.0,4.022666666666667,4.022666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.199048647222064,43.113523278635185,-89.32036766813168
81032102163,1617 Schmedeman Ave,Residential,Single family,1930,912,1,201000,0.0,0.0,6035.0,4.023333333333333,4.023333333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,4.055999396664073,43.11598589209126,-89.32720486096157
71006416012,30 S Fourth St,Residential,Single family,1909,1640,2,384700,0.0,0.0,6039.0,4.026,4.026,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.1104368096680806,43.09516498539842,-89.35329205059682
70926413017,1713 Beld St,Residential,Single family,1925,1031,2,234700,0.0,0.0,6040.0,4.026666666666666,4.026666666666666,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.8554028730121115,43.0484867482018,-89.39219186454241
71006127213,418 Pawling St,Residential,2 Unit,1957,2146,2,354600,0.0,0.0,6042.0,4.028,4.028,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.8226020287268647,43.10500623973207,-89.34680179726512
81032308175,2837 Coolidge St,Residential,3 unit Apartment,1965,2300,2,401000,0.0,0.0,6084.1,4.056066666666667,4.056066666666667,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.1334030757766995,43.108942608764465,-89.34359015277893
71005202040,514 McCormick Ave,Residential,2 Unit,1927,1283,2,262800,0.0,0.0,6086.0,4.057333333333333,4.057333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.0399107943562917,43.1056684905414,-89.34154385754017
81032308125,2838 Dahle St,Residential,3 unit Apartment,1965,2300,2,408000,0.0,0.0,6087.4,4.0582666666666665,4.0582666666666665,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.117700723398572,43.10863991106858,-89.34359044527528
81032309173,2837 Dahle St,Residential,3 unit Apartment,1964,2300,2,377800,0.0,0.0,6091.25,4.060833333333333,4.060833333333333,8,TR-V1,Single-family attached (5-8 dwelling units),1500,,20,6,25,12,40,90,100.0,3.092817686444659,43.10815831234923,-89.34359170248332
81032309123,2838 Moland St,Residential,3 unit Apartment,1964,2300,2,385300,0.0,0.0,6094.0,4.062666666666667,4.062666666666667,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.0773197893209674,43.10785641022034,-89.34359189341521
70913113042,1014 E Johnson St,Residential,2 Unit,1906,2710,2,528600,0.0,0.0,6102.0,4.068,4.068,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,0.9473370065462691,43.08626056391223,-89.37414933196568
71006420120,154 Division St,Residential,6 unit Apartment,1939,2432,2,640000,0.0,0.0,6102.8,4.068533333333334,4.068533333333334,200,TR-V2,Multi-family (>12 units),1500,60.0,20,10,25,12,40,70,,2.2325552940801967,43.095933420582746,-89.35099791900225
81032102113,1618 Rowland Ave,Residential,Single family,1935,1146,2,248400,0.0,0.0,6111.0,4.074,4.074,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,4.132828350460169,43.11682066369319,-89.32619401796399
70920115172,320 Palomino Ln,Residential,Condominium,0,0,0,0,0.0,0.0,6164.0,4.109333333333334,4.109333333333334,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.0620379240199047,43.070488352215364,-89.4446153478301
70926214192,1006 Midland St,Residential,2 Unit,1957,1338,1,463400,0.0,0.0,6188.0,4.125333333333334,4.125333333333334,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.5974343012489676,43.05445476542064,-89.39954159159683
70836308275,6703 Jacobs Way,Residential,Single family,1987,1064,1,268700,0.0,0.0,6192.0,4.128,4.128,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,6.205944885209976,43.037742275671874,-89.49614208936092
70913215070,414 N Livingston St,Residential,Condominium,0,0,0,0,0.0,0.0,6200.0,4.133333333333334,4.133333333333334,200,TR-V2,Multi-family (>12 units),1500,60.0,20,10,25,12,40,70,,0.6908795448461391,43.08417191545638,-89.37972726432437
70928114093,2806 Arbor Dr,Residential,2 Unit,1950,1728,1,348100,0.0,0.0,6225.0,4.15,4.15,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.6215574418712695,43.056018185775024,-89.42944215823141
70932419108,4314 Lumley Rd,Residential,3 unit Apartment,1970,3162,2,389400,0.0,0.0,6240.0,4.16,4.16,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.265801922856397,43.03388746859185,-89.44761705880752
70922113190,98 N Orchard St,Commercial,M-1 parking lot,0,0,0,103800,0.0,0.0,6240.0,17.82857142857143,17.82857142857143,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,1.2600355599250777,43.06911030019098,-89.40805467906752
71006417242,2122 Rusk St,Residential,2 Unit,1890,2784,2,485800,0.0,0.0,6264.0,4.176,4.176,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.1318395354401556,43.09465407931275,-89.35212624208991
71005110087,33 N Fair Oaks Ave,Residential,Single family,1920,704,2,194400,0.0,0.0,6285.0,4.19,4.19,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.2225457432429203,43.10046676601992,-89.33117794208515
71006425104,2126 Sommers Ave,Residential,Single family,1928,1370,2,520800,0.0,0.0,6331.0,4.220666666666666,4.220666666666666,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.130331994773372,43.09255567990301,-89.3499554185974
70928113178,2906 Arbor Dr Unit cdm,Residential,Condominium,0,0,0,0,0.0,0.0,6341.0,4.227333333333333,4.227333333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.6759107410674807,43.055480217617394,-89.43026031026193
70932420163,4218 Lumley Rd,Residential,3 unit Apartment,1955,2240,2,373000,0.0,0.0,6392.4,4.2616,4.2616,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.157457569355095,43.03386149926674,-89.44470129348286
71006312202,1903 E Washington Ave,Residential,Vacant,0,0,0,0,0.0,0.0,6403.02,4.268680000000001,4.268680000000001,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.7635830047358223,43.09194630389322,-89.35856706947737
71005310190,174 Ryan St,Residential,Single family,1917,650,1,310200,0.0,0.0,6444.0,4.296,4.296,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.697037301197172,43.09609948328707,-89.33969718022124
71007302228,1338 Morrison St,Residential,3 unit Apartment,1907,2407,2,525400,0.0,0.0,6468.0,4.312,4.312,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.439129648290953,43.08292863280003,-89.35819302568552
70920115065,309 Eugenia Ave,Residential,2 Unit,1955,2280,2,471700,0.0,0.0,6480.0,4.32,4.32,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.084785695479977,43.070046975323365,-89.44500612278563
71006421095,2263 E Washington Ave,Residential,4 unit Apartment,1925,3596,2,506000,0.0,0.0,6484.8,4.3232,4.3232,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.2533238207553885,43.09718365122753,-89.3519870926596
71006311163,1910 E Washington Ave,Residential,3 unit Apartment,1884,3042,3,521700,0.0,0.0,6488.0,4.325333333333333,4.325333333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.7757293888776098,43.09278953374804,-89.35932372926408
81022205034,4849 Dreamer Dr,Agricultural,Agricultural,0,0,0,100,0.0,0.0,6495.0,18.557142857142857,18.557142857142857,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,6.672523519382824,43.1477152848971,-89.29775497977855
80936403081,2411 Brentwood Pkwy,Residential,4 unit Apartment,1962,3360,2,440000,0.0,0.0,6500.0,4.333333333333333,4.333333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.576550788298468,43.124980653664096,-89.36690388549692
71005105070,202 N Fair Oaks Ave,Residential,Single family,1963,1092,1,213000,0.0,0.0,6500.0,4.333333333333333,4.333333333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.270274950800048,43.10177283357258,-89.33124368706397
70836308019,6701 Jacobs Way,Residential,Single family,1987,1064,1,268700,0.0,0.0,6530.0,4.3533333333333335,4.3533333333333335,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,6.198704098978425,43.037747094071854,-89.49598803918214
71007222111,1431 Morrison St,Residential,4 unit Apartment,1904,3832,3,895000,0.0,0.0,6540.0,4.36,4.36,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.5613635600409164,43.08369360029839,-89.35601100314842
71006430137,2106 Center Ave,Residential,Condominium,0,0,0,0,0.0,0.0,6544.3,4.362866666666667,4.362866666666667,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.057738497839416,43.09148385046409,-89.35068935904424
71005110144,5 N Fair Oaks Ave,Residential,Single family,1988,952,1,291900,0.0,0.0,6560.94,4.373959999999999,4.373959999999999,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.1765198447182534,43.099741420726,-89.33161892369709
71006311171,1916 E Washington Ave,Residential,Single family,1915,1696,2,423300,0.0,0.0,6572.0,4.381333333333333,4.381333333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.7833071628026762,43.0928659893555,-89.35921616678365
71006311212,1930 E Washington Ave,Residential,2 Unit,1929,1802,2,436100,0.0,0.0,6600.0,4.4,4.4,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.813582240777307,43.09317980416462,-89.35879762675519
70921207184,507 N Franklin Ave,Residential,4 unit Apartment,1950,4129,2,745000,0.0,0.0,6600.0,8.8,8.8,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.5974984461459845,43.07272361945095,-89.4356392279725
70923220085,936 Fahrenbrook Ct,Commercial,R-5 parking lot,0,0,0,220000,0.0,0.0,6622.0,18.92,18.92,200,TR-U2,Multi-family (>36 units),350,50.0,15,10,20,12,78,80,40.0,0.9829126477935531,43.06888686245234,-89.402071228738
71005309268,156 Dixon St,Residential,Single family,1929,790,1,329300,0.0,0.0,6636.0,4.424,4.424,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.669163782912409,43.09658449445569,-89.3408013746607
70912103086,1901 Sherman Ave,Commercial,C-2 parking lot,0,0,0,19500,0.0,0.0,6645.0,4.43,4.43,200,TR-V2,Multi-family (>12 units),1500,60.0,20,10,25,12,40,70,,1.755812268921133,43.09711679960561,-89.36780358743333
70920116055,315 Palomino Ln,Residential,3 unit Apartment,1956,2900,2,602000,0.0,0.0,6649.0,4.432666666666667,4.432666666666667,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.0307719894970258,43.070241257778314,-89.44396041260684
70931310167,5840 Russett Rd,Residential,2 Unit,1958,1715,1,286000,0.0,0.0,6650.0,4.433333333333334,4.433333333333334,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.755925727767885,43.03303158824925,-89.48285992242491
